chr-gene-id	gene length (bp)	number HetSNPs	HetSNPs rates
chr02-30960236-30964455	4220	0	0.0
chr02-30964524-30966894	2371	1	0.00042176296921130323
chr02-30967642-30974583	6942	0	0.0
chr02-30992663-30998797	6135	1	0.00016299918500407498
chr02-31002729-31003205	477	0	0.0
chr02-31008201-31008629	429	0	0.0
chr02-31013307-31016297	2991	0	0.0
chr02-31017582-31019055	1474	0	0.0
chr02-31025875-31030861	4987	1	0.00020052135552436334
chr02-31032792-31036978	4187	1	0.0002388344877000239
chr02-31039133-31045864	6732	0	0.0
chr02-31051194-31055689	4496	2	0.00044483985765124553
chr02-31056979-31059500	2522	0	0.0
chr02-31100750-31101118	369	0	0.0
chr02-31109784-31115157	5374	0	0.0
chr02-31116908-31118009	1102	0	0.0
chr02-31124030-31128138	4109	0	0.0
chr02-31128225-31136206	7982	1	0.00012528188423953897
chr02-31140446-31143653	3208	1	0.0003117206982543641
chr02-31144294-31147264	2971	0	0.0
chr02-31150716-31151814	1099	0	0.0
chr02-31157977-31158962	986	1	0.0010141987829614604
chr02-31162501-31164643	2143	6	0.0027998133457769483
chr02-31173532-31175481	1950	1	0.0005128205128205128
chr02-31186709-31189173	2465	2	0.0008113590263691683
chr02-31190723-31195181	4459	8	0.001794124243103835
chr02-31196901-31197918	1018	1	0.0009823182711198428
chr02-31201954-31203406	1453	5	0.0034411562284927736
chr02-31230923-31231216	294	1	0.003401360544217687
chr02-31245502-31247098	1597	0	0.0
chr02-31271292-31272832	1541	0	0.0
chr02-31286228-31289973	3746	36	0.009610250934329953
chr02-31311139-31312705	1567	0	0.0
chr02-31334301-31335975	1675	7	0.00417910447761194
chr02-31350599-31353425	2827	1	0.00035373187124159886
chr02-31353969-31359055	5087	2	0.00039315903282877927
chr02-31360826-31368016	7191	2	0.0002781254345709915
chr02-31372919-31373557	639	0	0.0
chr02-31377292-31382112	4821	9	0.001866832607342875
chr02-31384023-31384868	846	0	0.0
chr02-31386147-31387168	1022	2	0.0019569471624266144
chr02-31387859-31389043	1185	1	0.0008438818565400844
chr02-31393792-31396114	2323	0	0.0
chr02-31397851-31400258	2408	1	0.0004152823920265781
chr02-31401264-31403167	1904	1	0.0005252100840336134
chr02-31403771-31405488	1718	0	0.0
chr02-31408827-31410132	1306	0	0.0
chr02-31410402-31411618	1217	0	0.0
chr02-31431469-31438680	7212	2	0.00027731558513588466
chr02-31439571-31445264	5694	4	0.0007024938531787847
chr02-31448936-31449394	459	0	0.0
chr02-31454250-31454690	441	0	0.0
chr02-31456396-31456809	414	0	0.0
chr02-31466553-31467449	897	0	0.0
chr02-31477021-31486231	9211	3	0.0003256975355553143
chr02-31486895-31491259	4365	2	0.0004581901489117984
chr02-31495333-31496391	1059	0	0.0
chr02-31503258-31507333	4076	1	0.0002453385672227674
chr02-31529497-31530665	1169	0	0.0
chr02-31529661-31533829	4169	0	0.0
chr02-31538846-31551519	12674	1	7.890168849613381e-05
chr02-31551877-31555671	3795	2	0.0005270092226613965
chr02-31566378-31580504	14127	3	0.00021235931195582927
chr02-31581326-31586336	5011	2	0.0003991219317501497
chr02-31586487-31587115	629	0	0.0
chr02-31595323-31596797	1475	0	0.0
chr02-31610225-31611724	1500	0	0.0
chr02-31614889-31617275	2387	3	0.0012568077084206116
chr02-31618951-31621846	2896	1	0.0003453038674033149
chr02-31623713-31628174	4462	2	0.00044822949350067237
chr02-31631746-31640863	9118	4	0.0004386926957666155
chr02-31659703-31660382	680	0	0.0
chr02-31676930-31677427	498	2	0.004016064257028112
chr02-31689404-31695915	6512	7	0.001074938574938575
chr02-31696548-31696937	390	0	0.0
chr02-31716182-31716721	540	0	0.0
chr02-31718982-31719329	348	0	0.0
chr02-31728978-31729301	324	0	0.0
chr02-31730638-31730964	327	0	0.0
chr02-31739671-31740003	333	1	0.003003003003003003
chr02-31749208-31751126	1919	3	0.001563314226159458
chr02-31753672-31753977	306	1	0.0032679738562091504
chr02-31755563-31755884	322	1	0.003105590062111801
chr02-31777029-31777950	922	1	0.0010845986984815619
chr02-31780777-31781304	528	0	0.0
chr02-31781794-31785548	3755	2	0.0005326231691078562
chr02-31793376-31800715	7340	1	0.00013623978201634878
chr02-31802998-31803444	447	0	0.0
chr02-31810779-31811915	1137	1	0.0008795074758135445
chr02-31813643-31821554	7912	3	0.00037917087967644087
chr02-31826246-31833959	7714	2	0.00025926886180969663
chr02-31834677-31838681	4005	1	0.00024968789013732833
chr02-31839697-31841397	1701	0	0.0
chr02-31859700-31861993	2294	0	0.0
chr02-31874957-31876798	1842	0	0.0
chr02-31884372-31886325	1954	2	0.0010235414534288639
chr02-31887764-31888648	885	0	0.0
chr02-31889111-31893047	3937	1	0.000254000508001016
chr02-31894070-31908167	14098	4	0.0002837281883955171
chr02-31914555-31917082	2528	1	0.00039556962025316455
chr02-31923766-31930096	6331	1	0.000157952930026852
chr02-31938374-31940267	1894	0	0.0
chr02-31957955-31959267	1313	0	0.0
chr02-31960809-31964206	3398	1	0.0002942907592701589
chr02-31966472-31967875	1404	0	0.0
chr02-31977624-31978892	1269	5	0.003940110323089046
chr02-31990728-31991090	363	0	0.0
chr02-31996608-31998271	1664	0	0.0
chr02-32011981-32015366	3386	6	0.0017720023626698169
chr02-32014101-32018717	4617	0	0.0
chr02-32034418-32036421	2004	0	0.0
chr02-32042876-32047369	4494	3	0.0006675567423230974
chr02-32063393-32064848	1456	0	0.0
chr02-32067648-32069681	2034	0	0.0
chr02-32076169-32078471	2303	0	0.0
chr02-32084963-32091978	7016	0	0.0
chr02-32097558-32098116	559	0	0.0
chr02-32099201-32103776	4576	0	0.0
chr02-32112579-32121807	9229	1	0.00010835410120273052
chr02-32122990-32126115	3126	2	0.0006397952655150352
chr02-32126748-32128630	1883	0	0.0
chr02-32130402-32135702	5301	1	0.00018864365214110544
chr02-32141222-32143935	2714	0	0.0
chr02-32144326-32145781	1456	2	0.0013736263736263737
chr02-32152794-32160345	7552	5	0.0006620762711864406
chr02-32161035-32167794	6760	6	0.0008875739644970414
chr02-32167940-32170548	2609	0	0.0
chr02-32171356-32174833	3478	0	0.0
chr02-32177185-32179458	2274	2	0.0008795074758135445
chr02-32181370-32184690	3321	0	0.0
chr02-32188658-32190814	2157	0	0.0
chr02-32192080-32194215	2136	0	0.0
chr02-32199687-32201397	1711	0	0.0
chr02-32212338-32213339	1002	2	0.001996007984031936
chr02-32213498-32215427	1930	0	0.0
chr02-32216419-32221625	5207	0	0.0
chr02-32222098-32229406	7309	1	0.00013681762210972773
chr02-32238209-32239368	1160	0	0.0
chr02-32242668-32244078	1411	0	0.0
chr02-32244938-32255559	10622	4	0.0003765769158350593
chr02-32256890-32259364	2475	0	0.0
chr02-32260202-32264969	4768	0	0.0
chr02-32272181-32275733	3553	0	0.0
chr02-32276851-32279146	2296	0	0.0
chr02-32290356-32305124	14769	4	0.0002708375651702891
chr02-32306778-32308818	2041	0	0.0
chr02-32313256-32331967	18712	9	0.00048097477554510476
chr02-32342451-32347673	5223	1	0.00019146084625694046
chr02-32348127-32352087	3961	1	0.00025246149962130775
chr02-32353386-32353724	339	0	0.0
chr02-32353835-32363311	9477	3	0.00031655587211142766
chr02-32368316-32379852	11537	8	0.000693421166681113
chr02-32382342-32385427	3086	0	0.0
chr02-32387438-32390556	3119	2	0.0006412311638345624
chr02-32394162-32396903	2742	8	0.0029175784099197666
chr02-32402724-32404828	2105	0	0.0
chr02-32406426-32409160	2735	0	0.0
chr02-32411029-32421082	10054	2	0.00019892580067634773
chr02-32428493-32429942	1450	0	0.0
chr02-32431761-32434382	2622	1	0.00038138825324180017
chr02-32435273-32459354	24082	4	0.00016609916119923594
chr02-32473772-32476168	2397	0	0.0
chr02-32479451-32483912	4462	1	0.00022411474675033618
chr02-32486130-32491292	5163	3	0.0005810575246949448
chr02-32500253-32501665	1413	2	0.0014154281670205238
chr02-32505964-32510119	4156	2	0.00048123195380173246
chr02-32529976-32534572	4597	0	0.0
chr02-32537417-32538520	1104	0	0.0
chr02-32547723-32551127	3405	0	0.0
chr02-32553414-32560444	7031	4	0.0005689091167685962
chr02-32563294-32564523	1230	0	0.0
chr02-32580298-32587438	7141	1	0.0001400364094664613
chr02-32588216-32598037	9822	2	0.00020362451639177357
chr02-32602223-32615046	12824	3	0.00023393636930754835
chr02-32617196-32621541	4346	0	0.0
chr02-32628758-32635962	7205	2	0.0002775850104094379
chr02-32636823-32640797	3975	0	0.0
chr02-32642890-32648721	5832	0	0.0
chr02-32649364-32650163	800	0	0.0
chr02-32652425-32656287	3863	0	0.0
chr02-32672663-32679295	6633	0	0.0
chr02-32688304-32693394	5091	3	0.0005892751915144372
chr02-32697687-32700174	2488	0	0.0
chr02-32707884-32712311	4428	1	0.00022583559168925022
chr02-32712369-32714395	2027	1	0.000493339911198816
chr02-32715716-32720309	4594	0	0.0
chr02-32720755-32723240	2486	0	0.0
chr02-32723489-32730217	6729	2	0.0002972209838014564
chr02-32733780-32740184	6405	1	0.000156128024980484
chr02-32740642-32745328	4687	1	0.0002133560913164071
chr02-32746530-32747733	1204	0	0.0
chr02-32747780-32749762	1983	1	0.0005042864346949068
chr02-32750179-32750532	354	3	0.00847457627118644
chr02-32752325-32752705	381	0	0.0
chr02-32754332-32754788	457	7	0.015317286652078774
chr02-32759639-32759926	288	0	0.0
chr02-32764976-32768933	3958	31	0.007832238504295099
chr02-32771625-32772077	453	6	0.013245033112582781
chr02-32774646-32775027	382	6	0.015706806282722512
chr02-32781414-32781806	393	1	0.002544529262086514
chr02-32785628-32786083	456	1	0.0021929824561403508
chr02-32789126-32789584	459	5	0.010893246187363835
chr02-32790797-32806990	16194	84	0.005187106335679882
chr02-32810006-32829002	18997	3	0.00015791967152708323
chr02-32813972-32814689	718	1	0.001392757660167131
chr02-32840804-32842396	1593	0	0.0
chr02-32843379-32856101	12723	4	0.00031439125992297417
chr02-32860146-32867379	7234	3	0.0004147083218136577
chr02-32875324-32882577	7254	1	0.00013785497656465398
chr02-32882760-32896595	13836	2	0.00014455044810638914
chr02-32898077-32904536	6460	0	0.0
chr02-32910162-32913343	3182	1	0.00031426775612822125
chr02-32916508-32920076	3569	0	0.0
chr02-32920995-32923680	2686	1	0.00037230081906180194
chr02-32927062-32932243	5182	2	0.00038595137012736397
chr02-32933706-32939463	5758	2	0.0003473428273706148
chr02-32941733-32943281	1549	0	0.0
chr02-32952704-32954251	1548	1	0.0006459948320413437
chr02-32957379-32962283	4905	2	0.00040774719673802244
chr02-32963416-32968912	5497	6	0.0010915044569765327
chr02-32973726-32975091	1366	0	0.0
chr02-32976182-32980356	4175	42	0.010059880239520959
chr02-32981911-32984893	2983	32	0.010727455581629233
chr02-32985014-32986560	1547	14	0.00904977375565611
chr02-33012885-33014628	1744	2	0.0011467889908256881
chr02-33017436-33023502	6067	0	0.0
chr02-33024062-33025385	1324	0	0.0
chr02-33028448-33030016	1569	0	0.0
chr02-33044853-33049619	4767	1	0.00020977554017201594
chr02-33056989-33059510	2522	1	0.0003965107057890563
chr02-33060490-33064815	4326	16	0.0036985668053629217
chr02-33077190-33080920	3731	6	0.0016081479496113642
chr02-33084494-33085560	1067	0	0.0
chr02-33086751-33091803	5053	21	0.004155946962200673
chr02-33097392-33098062	671	4	0.005961251862891207
chr02-33101243-33108465	7223	25	0.003461165720614703
chr02-33109953-33112028	2076	7	0.003371868978805395
chr02-33112082-33115362	3281	2	0.0006095702529716549
chr02-33116486-33124742	8257	31	0.00375439021436357
chr02-33133687-33135450	1764	2	0.0011337868480725624
chr02-33149929-33158972	9044	9	0.0009951348960636887
chr02-33165292-33167302	2011	6	0.0029835902536051715
chr02-33171091-33176452	5362	16	0.0029839612085042896
chr02-33185900-33189446	3547	8	0.002255427121511136
chr02-33194849-33197334	2486	1	0.00040225261464199515
chr02-33200415-33202982	2568	4	0.001557632398753894
chr02-33203638-33206982	3345	5	0.0014947683109118087
chr02-33215467-33218238	2772	0	0.0
chr02-33219573-33224897	5325	0	0.0
chr02-33223629-33229680	6052	0	0.0
chr02-33235361-33236449	1089	0	0.0
chr02-33242551-33244392	1842	6	0.003257328990228013
chr02-33251063-33252676	1614	4	0.0024783147459727386
chr02-33254582-33255402	821	1	0.001218026796589525
chr02-33255450-33255830	381	2	0.005249343832020997
chr02-33256363-33260249	3887	19	0.004888088500128634
chr02-33262424-33264380	1957	6	0.0030659172202350538
chr02-33269575-33272842	3268	16	0.004895960832313341
chr02-33283888-33287190	3303	11	0.003330305782621859
chr02-33307508-33307855	348	3	0.008620689655172414
chr02-33322205-33322939	735	1	0.0013605442176870747
chr02-33323307-33323804	498	0	0.0
chr02-33324256-33324693	438	0	0.0
chr02-33325325-33328861	3537	4	0.0011309018942606728
chr02-33352356-33361001	8646	34	0.003932454314133704
chr02-33365044-33368954	3911	2	0.0005113781641523907
chr02-33369833-33370674	842	0	0.0
chr02-33387707-33391255	3549	25	0.0070442378134685825
chr02-33416193-33423168	6976	33	0.0047305045871559636
chr02-33423619-33425861	2243	11	0.00490414623272403
chr02-33444791-33448417	3627	10	0.0027570995312930797
chr02-33449478-33450087	610	2	0.003278688524590164
chr02-33450639-33454364	3726	10	0.0026838432635534087
chr02-33458265-33459044	780	0	0.0
chr02-33467684-33478943	11260	12	0.0010657193605683837
chr02-33481677-33483679	2003	6	0.0029955067398901645
chr02-33487003-33488667	1665	6	0.0036036036036036037
chr02-33491763-33495446	3684	7	0.0019001085776330076
chr02-33500791-33505020	4230	8	0.0018912529550827422
chr02-33504953-33508358	3406	10	0.002935995302407516
chr02-33509919-33514478	4560	13	0.0028508771929824563
chr02-33514871-33518234	3364	2	0.0005945303210463733
chr02-33520876-33523089	2214	4	0.0018066847335140017
chr02-33533045-33535907	2863	13	0.0045406915822563745
chr02-33541426-33544149	2724	3	0.0011013215859030838
chr02-33551582-33554509	2928	2	0.0006830601092896175
chr02-33572455-33574448	1994	0	0.0
chr02-33575805-33577215	1411	1	0.0007087172218284905
chr02-33590640-33591781	1142	1	0.0008756567425569177
chr02-33593301-33593612	312	0	0.0
chr02-33594391-33595087	697	2	0.0028694404591104736
chr02-33596706-33598290	1585	1	0.0006309148264984228
chr02-33599043-33600610	1568	1	0.0006377551020408163
chr02-33602883-33603266	384	13	0.033854166666666664
chr02-33607123-33609946	2824	7	0.002478753541076487
chr02-33619022-33623555	4534	4	0.000882223202470225
chr02-33623973-33630218	6246	2	0.0003202049311559398
chr02-33635588-33637154	1567	3	0.0019144862795149968
chr02-33639973-33647026	7054	14	0.001984689537850865
chr02-33640273-33641073	801	2	0.0024968789013732834
chr02-33649762-33653493	3732	13	0.0034833869239013935
chr02-33665349-33668321	2973	11	0.003699966363942146
chr02-33675308-33680813	5506	19	0.0034507809662186707
chr02-33688404-33690464	2061	0	0.0
chr02-33694390-33698101	3712	6	0.0016163793103448276
chr02-33700359-33702011	1653	0	0.0
chr02-33702313-33704106	1794	0	0.0
chr02-33705563-33709540	3978	4	0.001005530417295123
chr02-33713751-33717197	3447	8	0.0023208587177255585
chr02-33717377-33719970	2594	2	0.0007710100231303007
chr02-33725593-33727635	2043	31	0.015173764072442487
chr02-33749665-33751376	1712	11	0.006425233644859813
chr02-33755336-33758715	3380	16	0.004733727810650888
chr02-33763147-33763933	787	0	0.0
chr02-33771427-33776945	5519	18	0.003261460409494474
chr02-33792403-33797216	4814	57	0.011840465309513918
chr02-33805569-33809010	3442	35	0.010168506682161535
chr02-33814660-33818574	3915	15	0.0038314176245210726
chr02-33822900-33823352	453	1	0.002207505518763797
chr02-33831449-33831870	422	0	0.0
chr02-33846970-33850819	3850	32	0.008311688311688312
chr02-33853096-33862894	9799	47	0.004796407796713951
chr02-33866779-33871974	5196	21	0.0040415704387990765
chr02-33880882-33884413	3532	13	0.003680634201585504
chr02-33894463-33901739	7277	4	0.0005496770647244744
chr02-33914288-33916250	1963	13	0.006622516556291391
chr02-33926083-33932272	6190	42	0.00678513731825525
chr02-33930146-33930997	852	4	0.004694835680751174
chr02-33940947-33945912	4966	12	0.0024164317358034634
chr02-33967879-33972549	4671	3	0.0006422607578676942
chr02-33981274-33987164	5891	1	0.00016975046681378373
chr02-33987854-33990808	2955	0	0.0
chr02-33995154-33997256	2103	1	0.00047551117451260106
chr02-33998256-34000351	2096	0	0.0
chr02-34006134-34009519	3386	0	0.0
chr02-34010039-34011103	1065	0	0.0
chr02-34013510-34014211	702	0	0.0
chr02-34014420-34016420	2001	1	0.0004997501249375312
chr02-34042318-34045407	3090	1	0.00032362459546925567
chr02-34047630-34055525	7896	1	0.00012664640324214793
chr02-34056495-34058518	2024	0	0.0
chr02-34080475-34085941	5467	0	0.0
chr02-34090316-34095310	4995	1	0.0002002002002002002
chr02-34100008-34103800	3793	0	0.0
chr02-34105221-34108527	3307	2	0.0006047777441790142
chr02-34114350-34118602	4253	2	0.00047025628967787447
chr02-34120778-34127036	6259	0	0.0
chr02-34127057-34132886	5830	1	0.00017152658662092623
chr02-34140488-34142962	2475	2	0.0008080808080808081
chr02-34160878-34169967	9090	4	0.00044004400440044003
chr02-34187981-34189351	1371	0	0.0
chr02-34189380-34190342	963	0	0.0
chr02-34191551-34191946	396	0	0.0
chr02-34195340-34203008	7669	2	0.0002607901942886947
chr02-34203550-34208696	5147	2	0.0003885758694385079
chr02-34215125-34227170	12046	2	0.00016603021749958492
chr02-34228179-34229167	989	0	0.0
chr02-34234707-34240186	5480	7	0.0012773722627737226
chr02-34240663-34243468	2806	4	0.0014255167498218105
chr02-34243849-34247261	3413	6	0.0017579841781423966
chr02-34250594-34251249	656	1	0.001524390243902439
chr02-34255777-34268266	12490	47	0.0037630104083266613
chr02-34268304-34268607	304	2	0.006578947368421052
chr02-34269415-34274656	5242	20	0.0038153376573826785
chr02-34280325-34284174	3850	15	0.003896103896103896
chr02-34285344-34293651	8308	14	0.001685122773230621
chr02-34305332-34306631	1300	9	0.006923076923076923
chr02-34324771-34327775	3005	4	0.0013311148086522463
chr02-34332929-34334662	1734	2	0.0011534025374855825
chr02-34348122-34349622	1501	0	0.0
chr02-34351534-34352254	721	0	0.0
chr02-34355855-34356151	297	0	0.0
chr02-34367686-34383334	15649	14	0.0008946258546872005
chr02-34389178-34389639	462	0	0.0
chr02-34400493-34403324	2832	13	0.004590395480225989
chr02-34403969-34404429	461	0	0.0
chr02-34405341-34407725	2385	7	0.0029350104821802936
chr02-34424390-34432335	7946	18	0.0022652907123080794
chr02-34432779-34436678	3900	9	0.002307692307692308
chr02-34448194-34451298	3105	5	0.001610305958132045
chr02-34453185-34457818	4634	23	0.004963314630988347
chr02-34458190-34461537	3348	12	0.0035842293906810036
chr02-34466888-34470953	4066	22	0.0054107230693556324
chr02-34481750-34482190	441	2	0.0045351473922902496
chr02-34487664-34488629	966	2	0.002070393374741201
chr02-34488998-34493149	4152	12	0.002890173410404624
chr02-34493833-34495812	1980	4	0.00202020202020202
chr02-34510698-34512360	1663	0	0.0
chr02-34522969-34527018	4050	37	0.009135802469135803
chr02-34544395-34550456	6062	24	0.00395908940943583
chr02-34551841-34555468	3628	11	0.003031973539140022
chr02-34558707-34563401	4695	38	0.008093716719914802
chr02-34565250-34566494	1245	15	0.012048192771084338
chr02-34570508-34571776	1269	8	0.006304176516942475
chr02-34575632-34576912	1281	14	0.01092896174863388
chr02-34577118-34579434	2317	19	0.008200258955545965
chr02-34583026-34585158	2133	6	0.0028129395218002813
chr02-34585784-34591608	5825	17	0.0029184549356223175
chr02-34600355-34602985	2631	10	0.003800836183960471
chr02-34622697-34625071	2375	18	0.007578947368421052
chr02-34624633-34626081	1449	13	0.008971704623878536
chr02-34628533-34630691	2159	10	0.004631773969430292
chr02-34634236-34634643	408	2	0.004901960784313725
chr02-34640244-34644968	4725	19	0.004021164021164021
chr02-34645777-34648369	2593	10	0.0038565368299267257
chr02-34650541-34650843	303	2	0.006600660066006601
chr02-34651324-34657920	6597	21	0.0031832651205093224
chr02-34658876-34666326	7451	30	0.0040263051939337
chr02-34671147-34672208	1062	6	0.005649717514124294
chr02-34677587-34684173	6587	33	0.0050098679216638835
chr02-34692210-34705625	13416	34	0.002534287418008348
chr02-34717904-34726091	8188	40	0.004885197850512946
chr02-34726926-34730097	3172	42	0.013240857503152586
chr02-34735167-34741341	6175	4	0.0006477732793522267
chr02-34744685-34745005	321	0	0.0
chr02-34770468-34777998	7531	50	0.006639224538573895
chr02-34779459-34785996	6538	24	0.0036708473539308656
chr02-34804104-34809475	5372	35	0.006515264333581534
chr02-34812914-34817940	5027	19	0.0037795902128506067
chr02-34818724-34822190	3467	11	0.0031727718488606866
chr02-34827076-34828689	1614	5	0.0030978934324659233
chr02-34841949-34849138	7190	46	0.006397774687065368
chr02-34849735-34851754	2020	5	0.0024752475247524753
chr02-34858708-34859895	1188	10	0.008417508417508417
chr02-34869167-34870876	1710	12	0.007017543859649123
chr02-34871854-34875176	3323	14	0.004213060487511285
chr02-34881224-34884898	3675	17	0.004625850340136055
chr02-34885116-34889853	4738	21	0.004432249894470241
chr02-34885478-34887067	1590	3	0.0018867924528301887
chr02-34891080-34891406	327	1	0.0030581039755351682
chr02-34892106-34892435	330	0	0.0
chr02-34906031-34911767	5737	22	0.0038347568415548197
chr02-34912969-34921981	9013	34	0.0037723288583157663
chr02-34926058-34930838	4781	17	0.003555741476678519
chr02-34938209-34940848	2640	6	0.0022727272727272726
chr02-34941207-34945820	4614	12	0.002600780234070221
chr02-34947119-34947527	409	2	0.004889975550122249
chr02-34948826-34952441	3616	19	0.005254424778761062
chr02-34953312-34956271	2960	23	0.007770270270270271
chr02-34959479-34963554	4076	15	0.0036800785083415115
chr02-34964843-34966545	1703	17	0.009982384028185555
chr02-34966546-34968720	2175	23	0.010574712643678161
chr02-34990377-34992616	2240	9	0.0040178571428571425
chr02-35005723-35011085	5363	28	0.00522095841879545
chr02-35011968-35017045	5078	34	0.00669554942890902
chr02-35023113-35027524	4412	23	0.005213055303717135
chr02-35029657-35033635	3979	21	0.005277707966825836
chr02-35034160-35040734	6575	18	0.0027376425855513307
chr02-35044185-35045884	1700	18	0.010588235294117647
chr02-35049244-35052178	2935	10	0.0034071550255536627
chr02-35052798-35053794	997	5	0.0050150451354062184
chr02-35055929-35064735	8807	80	0.009083683433632339
chr02-35071887-35074507	2621	16	0.006104540251812286
chr02-35078754-35080419	1666	0	0.0
chr02-35096616-35098897	2282	17	0.007449605609114811
chr02-35101106-35103657	2552	19	0.007445141065830721
chr02-35127490-35130903	3414	14	0.004100761570005858
chr02-35136704-35137267	564	2	0.0035460992907801418
chr02-35137889-35139339	1451	12	0.008270158511371467
chr02-35143096-35151542	8447	12	0.0014206227062862555
chr02-35166109-35168414	2306	11	0.004770164787510842
chr02-35168800-35170355	1556	13	0.008354755784061696
chr02-35181787-35184089	2303	6	0.0026052974381241857
chr02-35196120-35198760	2641	25	0.00946611132146914
chr02-35215561-35217028	1468	2	0.0013623978201634877
chr02-35221019-35221474	456	0	0.0
chr02-35234837-35237286	2450	33	0.013469387755102041
chr02-35241053-35244631	3579	14	0.003911707180776753
chr02-35254472-35254783	312	0	0.0
chr02-35261261-35264668	3408	20	0.005868544600938967
chr02-35265914-35271350	5437	0	0.0
chr02-35273883-35274718	836	0	0.0
chr02-35274933-35275244	312	0	0.0
chr02-35275677-35276033	357	0	0.0
chr02-35276854-35277674	821	0	0.0
chr02-35278936-35279334	399	0	0.0
chr02-35279717-35281960	2244	0	0.0
chr02-35284389-35288095	3707	0	0.0
chr02-35288139-35288768	630	0	0.0
chr02-35289228-35293452	4225	0	0.0
chr02-35293672-35298787	5116	0	0.0
chr02-35299854-35301802	1949	0	0.0
chr02-35302260-35303061	802	0	0.0
chr02-35303217-35305380	2164	1	0.0004621072088724584
chr02-35307549-35311548	4000	0	0.0
chr02-35311792-35312109	318	0	0.0
chr02-35313486-35314328	843	0	0.0
chr02-35315090-35316472	1383	8	0.005784526391901663
chr02-35316510-35321554	5045	12	0.0023785926660059467
chr02-35322809-35336167	13359	91	0.006811887117299199
chr02-35339830-35342739	2910	38	0.013058419243986255
chr02-35342092-35343779	1688	30	0.017772511848341232
chr02-35351038-35354049	3012	33	0.010956175298804782
chr02-35356396-35360879	4484	24	0.0053523639607493305
chr02-35363945-35366563	2619	28	0.010691103474608629
chr02-35371834-35374889	3056	24	0.007853403141361256
chr02-35377659-35380435	2777	18	0.006481814908174289
chr02-35381061-35382773	1713	5	0.002918855808523059
chr02-35396412-35397202	791	0	0.0
chr02-35397513-35405128	7616	39	0.005120798319327731
chr02-35405842-35415801	9960	44	0.004417670682730923
chr02-35417269-35425569	8301	58	0.006987109986748585
chr02-35426079-35432781	6703	37	0.005519916455318514
chr02-35440555-35441931	1377	10	0.007262164124909223
chr02-35442912-35448382	5471	46	0.008407969292633887
chr02-35449263-35450962	1700	12	0.007058823529411765
chr02-35452464-35461068	8605	1	0.00011621150493898897
chr02-35464486-35468719	4234	30	0.007085498346717053
chr02-35469269-35471253	1985	5	0.0025188916876574307
chr02-35472992-35479845	6854	42	0.00612780857893201
chr02-35481095-35483339	2245	10	0.004454342984409799
chr02-35486143-35486541	399	1	0.002506265664160401
chr02-35500334-35501850	1517	13	0.008569545154911009
chr02-35510442-35511873	1432	7	0.004888268156424581
chr02-35514575-35516016	1442	11	0.0076282940360610264
chr02-35518076-35519450	1375	6	0.004363636363636364
chr02-35521507-35522799	1293	8	0.006187161639597835
chr02-35524102-35526464	2363	9	0.003808717731696995
chr02-35527975-35528996	1022	4	0.003913894324853229
chr02-35531012-35535057	4046	8	0.001977261492832427
chr02-35542482-35547793	5312	20	0.0037650602409638554
chr02-35548211-35550452	2242	12	0.0053523639607493305
chr02-35551391-35555560	4170	15	0.0035971223021582736
chr02-35557940-35568008	10069	79	0.007845863541563214
chr02-35568388-35572015	3628	38	0.010474090407938258
chr02-35572988-35575480	2493	22	0.008824709185720016
chr02-35573035-35573337	303	2	0.006600660066006601
chr02-35576175-35579002	2828	14	0.0049504950495049506
chr02-35579497-35589323	9827	69	0.007021471456192124
chr02-35591006-35599630	8625	54	0.006260869565217392
chr02-35600600-35603772	3173	35	0.011030570438071227
chr02-35604894-35616542	11649	58	0.004978968151772684
chr02-35619809-35624524	4716	18	0.003816793893129771
chr02-35624435-35628912	4478	34	0.007592675301473872
chr02-35646977-35651625	4649	39	0.008388900838890084
chr02-35666302-35668447	2146	11	0.005125815470643057
chr02-35668786-35671356	2571	31	0.012057565149747181
chr02-35674342-35679646	5305	33	0.006220546654099906
chr02-35680299-35682878	2580	46	0.017829457364341085
chr02-35684542-35688578	4037	32	0.007926678226405746
chr02-35708553-35710074	1522	16	0.010512483574244415
chr02-35713423-35714099	677	0	0.0
chr02-35726804-35731384	4581	10	0.0021829294913774284
chr02-35732332-35733345	1014	6	0.005917159763313609
chr02-35747720-35751588	3869	24	0.0062031532695787026
chr02-35752488-35753084	597	4	0.006700167504187605
chr02-35759365-35759948	584	0	0.0
chr02-35770958-35772742	1785	11	0.0061624649859943975
chr02-35776045-35783437	7393	34	0.0045989449479237115
chr02-35784792-35785651	860	12	0.013953488372093023
chr02-35785692-35786586	895	4	0.004469273743016759
chr02-35792643-35792942	300	5	0.016666666666666666
chr02-35794582-35796938	2357	33	0.014000848536274925
chr02-35801679-35807244	5566	39	0.007006827164929932
chr02-35807352-35812200	4849	23	0.004743246030109301
chr02-35811310-35817581	6272	49	0.0078125
chr02-35822720-35825509	2790	15	0.005376344086021506
chr02-35826771-35830061	3291	16	0.004861744150714068
chr02-35838989-35842122	3134	21	0.006700701978302489
chr02-35850394-35851452	1059	9	0.0084985835694051
chr02-35853216-35855817	2602	21	0.008070714834742506
chr02-35857523-35860760	3238	19	0.00586781964175417
chr02-35867482-35869163	1682	6	0.0035671819262782403
chr02-35878531-35884295	5765	33	0.00572419774501301
